name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
Rock the Rind 2025,https://www.musicfestivalwizard.com/festivals/rock-the-rind-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/09/Rock-the-Rind-Logo.jpg,2025-07-31,2025-08-02,"'Nestled in the hills of Southern Indiana, the town of Brownstown comes alive to celebrate the illustrious Jackson County Watermelon with some of the hottest artists in country music.'","'Niché dans les collines du sud de l'Indiana, la La ville de Brownstown prend vie pour célébrer le illustre Jackson comté Watermelon avec certains des artistes les plus chauds de la musique.'",Heritage Park,Brownstown,Indiana,10,IN
Summer Rendezvous Beerfest 2025,https://www.musicfestivalwizard.com/festivals/summer-rendezvous-beerfest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Rendevous-Brewfest-Featured-Image.png,2025-08-02,2025-08-02,"At Memorial Park breweries from across Montana return to Helena for the Summer Rendezvous, featuring only Montana-made craft beer and live music.","À Memorial Park Breweries de partout au Montana, retournez à Helena pour The Summer Rendezvous, avec seulement de la bière artisanale fabriquée au Montana et de la musique en direct.",Memorial Park,Helena,Montana,10,MT
Summer Sound Latvia 2025,https://www.musicfestivalwizard.com/festivals/summer-sound-latvia-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/08/Summer-Sound-Hero.jpg,2025-08-01,2025-08-02,"The Summer Sound Festival, which took place for the 10th time in 2022, has become the largest festival in Latvia and one of the most important summer outdoor events in the Baltics. Offering a rich program of music and entertainment, it gathered 40 thousand visitors last year.","Le Summer Sound Festival, qui a eu lieu pour la 10e fois en 2022, est devenu The le plus grand festival de Latvia et l'un des le les événements extérieurs d'été les plus importants dans les événements extérieurs d'été des. Offrant un riche programme de musique de musique et, il a rassemblé 40 mille visiteurs l'année dernière.",Zvejnieku Aleja,Liepaja,Latvia,11,LV
Szene Openair 2025,https://www.musicfestivalwizard.com/festivals/szene-openair-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Szene-2025-Lineup-Poster.jpg,2025-07-31,2025-08-02,"Szene Openair is a vibrant music festival held at Alter Rhein in Lustenau, Austria. It features diverse artists across genres, delivering energetic performances in a stunning natural setting.","Szene OpenAir est un festival de musique vibrant tenu à alter rhein à Lustenau, Autriche. Il présente divers artistes à travers les genres, offrant des performances énergiques dans un cadre naturel étonnant.",Festivalgelände Alter Rhein,Lustenau,Austria,11,AT
Tension Festival 2025,https://www.musicfestivalwizard.com/festivals/tension-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/02/Tension-Festival-Hero.jpg,2025-07-31,2025-08-02,"Tension is a 3-day electronic music festival held in Basel, Switzerland.","Tension est un festival de musique électronique de 3 jours qui s'est tenu à Bâle, en Suisse.",Sankt Jakobs-Strasse,Basel,Switzerland,11,CH
Terp Float Fest 2025,https://www.musicfestivalwizard.com/festivals/terp-float-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Terp-Float-Festival-2025-Lineup-Poster.jpg,2025-07-31,2025-08-02,"Terp Float Fest is set to be a vibrant celebration of music, community, and cannabis culture on the scenic banks of the Illinois River in Tahlequah, Oklahoma.","Terp float fest est considéré comme une célébration vibrante de la musique, la communauté, et Culture de cannabis sur The Banks scenic de the Illinois River in Tahlequah, Oklahoma.",Sparrowhawk Camp,Tahlequah,Oklahoma,11,OK
Wacken 2025,https://www.musicfestivalwizard.com/festivals/wacken-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2011/02/WackenOpenAirLogo.jpg,2025-07-30,2025-08-02,"It's been dubbed The Mecca of Heavy Metal Culture. For three days in August, the population of the tiny town of Wacken swells from 2,000 to 75,000 for this annual gathering of German metalheads. This monster of a festival started off small in 1990 as a showcase for local bands, but has become a juggernaut of the metal festival scene.","Il a été surnommé la Mecque de la culture lourde métal. Pour Trois jours en août, la population de la petite ville de wacken gonfle de 2000 à 75 000 pour ce rassemblement annuel de têtes métalliques allemandes. This Le monstre d'un festival a commencé petit en 1990 en tant que vitrine pour les groupes locaux, mais est devenu un mastodonte de la scène du festival de métal The.",Wacken,Wacken,Germany,11,DE
Weekend Festival Finland 2025,https://www.musicfestivalwizard.com/festivals/weekend-festival-finland-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/04/Weekend_Festival_Logo.jpg,2025-08-01,2025-08-02,"Started back in 2012, this one of the wildest electronic parties Northern Europe. 40000 festies shop up to dance to  EDM, house, techno, and even some pop. This year, Weekend moves to its new home at at Suvilahti, a former energy production area in Helsinki.","A commencé en 2012, celui-ci de les parties électroniques les plus sauvages Northern Europe. 40000 festivités achètent pour danser pour EDM, House, Techno, et Même un peu de pop. This année, week-end se déplace vers sa nouvelle maison à Suvilahti, une ancienne zone de production énergétique à Helsinki.",Suvilahti,Helsinki,Finland,11,FI
Wildlands Festival Big Sky 2025,https://www.musicfestivalwizard.com/festivals/wildlands-festival-big-sky-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/10/Wildlands-Festival-Hero.jpg,2025-08-01,2025-08-02,"Wildlands Festival takes place at the Big Sky Events Arena in Big Sky, Montana with the iconic Lone Peak as the backdrop. The two-evening line-up will celebrate the wildlands and incredible spaces that surround us through music and personal connection.","Wildlands Festival a lieu à The Big Sky Events Arena dans Big Sky, Montana avec The emblématique pic lone comme le en arrière-plan. La gamme de deux deux ans célébrera les Wildlands et des espaces incroyables qui nous entourent à travers la musique et connexion personnelle.",Big Sky Events Arena,Big Sky,Montana,11,MT
Xtreme Fest 2025,https://www.musicfestivalwizard.com/festivals/xtreme-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/12/Vito-Valentinetti-Electric-Fields-2018-1.jpg,2025-07-31,2025-08-02,It's punk rock with your Xtreme family in France. This three-day festival brings the punk to Europe.,C'est punk rock avec votre famille xtreme en France. This Festival de trois jours apporte le punk à Europe.,Cap'Découverte,Tarn,France,11,FR
All Together Now Festival 2025,https://www.musicfestivalwizard.com/festivals/all-together-now-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/02/All_Together_Now_Logo.jpg,2025-07-31,2025-08-03,"In a lush setting steeped in beauty, drama and history is the second chapter of All Together Now. This August Bank Holiday festival offers a weekend of freedom and escapism through music, spoken word, comedy, theater, debate, art and workshops.","Dans un cadre luxuriant imprégné de beauté, le théâtre et est le deuxième chapitre de all ensemble maintenant. This Le festival des vacances bancaires d'août propose un week-end de liberté et Évasion à travers la musique, la parole parlée, la comédie, le théâtre, le débat, l'art et ateliers.",Curraghmore Estate,Waterford,Ireland,11,IE
Area 506 2025,https://www.musicfestivalwizard.com/festivals/area-506-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/03/Area-506-Featured-Image.jpg,2025-08-01,2025-08-03,"Area 506 festival celebrates the best of New Brunswick music,Area 506, and goods. Since 2016, they've been bringing live music on the Saint John waterfront.","Area 506 Festival célèbre le le meilleur de new Brunswick Music, Area 506, et Produits. Depuis 2016, ils apportent de la musique live sur The Saint John Waterfront.",Area 506,Saint John,New Brunswick,11,NB
Arenal Sound 2025,https://www.musicfestivalwizard.com/festivals/arenal-sound-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/01/Arenal_Sound_Logo.jpg,2025-07-30,2025-08-03,"Held right on the beach in the super sunny east of Spain, the open-air Arenal Sound Festival takes place in the coastal town of Borianna. Indie music in all its various forms (pop, rock, hip-hop, and electronic) plays over a whopping six days to 250,000 festies.","Tenu à droite sur la plage dans le super ensoleillé à l'est de l'Espagne, le en plein air arenal Sound Festival se déroule dans la ville côtière de Borianna. La musique indépendante dans toutes ses différentes formes (pop, rock, hip-hop, et électronique) joue sur six jours à 250 000 fêtes.",Acampada Malvarrosa Arenal Sound,Borianna,Spain,11,ES
Back Cove Music Festival 2025,https://www.musicfestivalwizard.com/festivals/back-cove-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Back-Cove-Festival-2025-Lineup-Poster.jpg,2025-08-02,2025-08-03,"Back Cove Music & Arts Festival is Portland, Maine’s premier outdoor music festival, featuring world class artists, local food and drink vendors, and a picturesque location at Payson Park","Back cove music & Arts Festival est Portland, le premier festival de musique extérieur du Maine, avec des artistes de classe mondiale, une cuisine locale et Drink Vendors, et un emplacement pittoresque à Payson parc",Payson Park,Portland,Maine,11,ME
Bears Picnic 2025,https://www.musicfestivalwizard.com/festivals/bears-picnic-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/Bears-Picnic-2025-Lineup-Poster.jpg,2025-07-31,2025-08-03,This cozy camping festival in central Pennsylvania features three days of jam music during the first week of August.,This Festival de camping confortable dans le centre de la Pennsylvanie propose trois jours de musique de jam pendant The Première semaine d'août.,Blain Picnic Grounds,Blain,Pennsylvania,11,PA
Big Valley Jamboree 2025,https://www.musicfestivalwizard.com/festivals/big-valley-jamboree-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2011/11/BVJlogo.jpg,2025-07-31,2025-08-03,"Started in 1993, The Big Valley Jamboree has become a country music institution in Camrose, Alberta. Settle in for three days of hard partying with 75,000 other country music festies -- and make sure to stay in the campgrounds where the real show is happening.","Démarré en 1993, The Big Valley Jamboree est devenu une institution musicale country à Camrose, en Alberta. Installez-vous pendant trois jours de fête avec 75 000 autres fêtes de musique country - et Assurez-vous de rester dans les des terrains de camping où le réel se produit.",Big Valley Jamboree,Camrose,Alberta,11,AB
Bluegrass and Beer Festival 2025,https://www.musicfestivalwizard.com/festivals/bluegrass-and-beer-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/06/Keystone-Hero.jpg,2025-08-02,2025-08-03,"Set at the base of the stunning rocky mountains in Keystone's River Run Village, get ready for some bluegrass, beer, and the beautiful blue skies of Colorado.","Définissez la base de le magnifique Rocky Mountains dans le village de Keystone's River Run, préparez-vous pour du Bluegrass, de la bière, et le Beau Skies bleu du Colorado.",River Run at Keystone Resort,Keystone,Colorado,11,CO
